paper,model,sentence,FRE,FOG,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
Artikel 2 BN,SIMPLIFIED T2,"De overheid trok zich zoveel mogelijk terug en beperkte haar tussenkomsten tot een
regierol in plaats van een uitvoerende rol.",48.635000000000026,14.0,5.3,1.75,10.0,2.0,0.95,106,35,20,19,2,1,6,5,3,0,0,0,0,0,2,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Dit proces leidde tot verzelfstandiging van heel wat publieke activiteiten en
privatisering van allerhande diensten.",13.102500000000004,13.66666666666667,6.733333333333333,2.2,7.5,2.0,0.9333333333333333,101,33,15,14,2,1,6,4,3,0,0,0,0,0,2,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Waar dit beleid in de jaren ‘80 en ‘90 eerder radicaal van aard was, wordt het nu
op een meer pragmatische wijze toegepast, met de nodige aanpassingen.",67.7991666666667,11.325925925925926,4.444444444444445,1.4814814814814814,13.5,2.0,0.9629629629629629,120,40,27,26,2,1,4,4,3,1,1,0,0,1,0,1,0,0
Artikel 2 BN,SIMPLIFIED T2,"In ieder geval leidde het tot een afbouw van
heel wat subsidies en een sterke ‘verzakelijking’ van nogal wat activiteiten.",52.865000000000016,10.0,5.0,1.7,10.0,2.0,0.85,100,34,20,17,2,1,3,3,3,0,0,0,0,1,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Meer vrijheid en slimme regulering, met het
bevorderen van concurrentie tussen de aanbieders, stimuleerde efficiëntiewinsten in heel wat sectoren waaronder de
voorheen sterk gereguleerde telecom- en distributiesector.",6.566666666666711,19.8962962962963,6.925925925925926,2.259259259259259,9.0,3.0,0.9259259259259259,187,61,27,25,3,1,13,11,11,0,0,0,0,0,2,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Interessant in dit verband is dat onderzoek berekende dat de
prijzen van communicatiediensten in Nederland in 2019 ongeveer 32% lager zijn dan in België (Eurostat, 2020) en
levensmiddelenprijzen in 2017 gemiddeld 12% lager dan in België (Prijzenobservatorium, 2018).België voerde in de
laatste decennia van de voorbije eeuw eveneens een budgettair consolidatiebeleid door, met afbouw van
overheidsuitgaven en privatiseringen en heel wat loonmatiging van overheidswege om België competitiever te maken en
voor te bereiden op de Europese monetaire unie.",26.412605485232078,13.367932489451476,5.860759493670886,1.9746835443037976,13.166666666666666,6.0,0.7215189873417721,463,156,79,57,6,1,26,16,21,2,0,0,0,1,2,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Vooral het herstellen van de Belgische competitiviteit in een
globaliserende economie stond centraal binnen deze aanpak.",18.940000000000033,13.200000000000001,6.5,2.125,8.0,2.0,1.0,104,34,16,16,2,1,6,4,3,0,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Marktwerking en de toepassing ervan in allerhande
dienstensectoren was minder aan de orde.
",24.52980769230771,11.830769230769231,5.923076923076923,2.076923076923077,6.5,2.0,0.9230769230769231,77,27,13,12,2,1,4,3,3,1,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"De overheid bleef ook externe schokken en een verminderd concurrentievermogen opvangen met het creëren van eigen
jobs of door gebruik te maken van steunmaatregelen (waaronder kortgeleden de dienstencheques).Heel wat nieuwe
jobs werden ook gecreëerd in de quartaire sector waarvan de meerderheid sterk afhankelijk is van allerhande
overheidsfinanciering.",21.930000000000042,15.633333333333333,6.3125,2.0416666666666665,12.0,4.0,0.875,303,98,48,42,4,1,19,13,13,1,1,0,0,0,3,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Dit resulteerde in een stijging van de overheidsuitgaven in verhouding tot het BBP en,
verschillend met Nederland, achterstelling van overheidsinvesteringen ten voordele van consumptieve bestedingen.
",8.027500000000005,17.8,6.88,2.2,12.5,2.0,0.88,172,55,25,22,2,1,11,8,9,0,0,0,0,0,2,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Heel wat maatregelen werden ook genomen als reactie op onverwachte schokken en waren minder gericht op
structurele wijzigingen op lange termijn.",35.0346428571429,13.723809523809525,5.857142857142857,1.9047619047619047,10.5,2.0,0.9047619047619048,123,40,21,19,2,1,9,5,4,1,1,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Door de ‘stop and go’ politiek waarbij maatregelen van de ene op de andere
legislatuur gewijzigd of teruggedraaid werden, verloor België bovendien heel wat vertrouwen bij de ondernemingen en
meer in het algemeen bij een groot deel van haar burgers.",45.251666666666694,15.333333333333336,5.125,1.75,13.333333333333334,3.0,0.875,205,70,40,35,3,1,12,10,3,0,1,0,0,1,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"De verschillen in aanpak tussen België en Nederland
manifesteren zich duidelijk in onderstaande statistieken en grafieken.",8.365000000000014,18.2,6.625,2.25,8.0,2.0,0.875,106,36,16,14,2,1,7,6,4,0,0,0,0,0,0,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Waar in Nederland en België het aandeel van de
overheidsuitgaven in het BBP trendmatig begon terug te lopen vanaf midden jaren 80, merken we voor België eerder
een ommekeer in de laatste twee decennia waardoor het aandeel terug opliep tot 52% in 2019, tien procent hoger dan
in Nederland (zie Figuur 1).Als gevolg hiervan kende België een overheidsschuld gelijk aan 102,5% van het BBP in
2019, terwijl in Nederland de overheidsschuld gereduceerd werd tot 50,9% van het BBP in 2019 (Eurostat, AMECO).
",58.20117647058825,9.623529411764707,4.741176470588235,1.5529411764705883,17.0,5.0,0.6705882352941176,403,132,85,57,5,1,18,6,19,0,1,0,0,1,1,1,1,0
Artikel 2 BN,SIMPLIFIED T2,"Een analyse van de NBB (Godefroid et al., 2021), die de overheidsuitgaven van België met de buurlanden vergelijkt,
wijst uit dat de Belgische uitgaven relatief hoog zijn voor algemeen bestuur, economische zaken en onderwijs.",35.309411764705914,17.388235294117646,5.382352941176471,1.8235294117647058,17.0,2.0,0.8823529411764706,183,62,34,30,2,1,12,9,7,1,0,0,0,0,0,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Dit is
minder het geval voor sociale zekerheidsuitgaven, al moet worden opgemerkt dat de sociale prestaties de afgelopen 20
jaar met 1,5% BBP meer zijn toegenomen dan het gemiddelde van onze buurlanden.",46.97909090909092,12.884848484848485,5.0606060606060606,1.7575757575757576,11.0,3.0,0.9090909090909091,167,58,33,30,3,1,9,7,5,2,2,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"De NBB studie hekelt ook het
intens gebruik van subsidies (uitgaven economische zaken), vooral om de lasten op arbeid te verminderen als
marktverstorend instrument.",33.04000000000003,13.200000000000001,5.708333333333333,1.9583333333333333,8.0,3.0,1.0,137,47,24,24,3,1,7,6,10,0,0,0,0,0,1,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"De besparingen die de Belgische overheid in de overheidssector uitvoerde in de post-1980
periode gingen bovendien in belangrijke mate ten koste van de overheidsinvesteringen (in het bijzonder voor
infrastructuur).Merk in Figuur 2 opnieuw het verschil met Nederland op met een aandeel overheidsinvesteringen dat
tweemaal groter is dan het Belgische cijfer.",31.329044117647072,12.943137254901963,5.921568627450981,1.9215686274509804,12.75,4.0,0.7647058823529411,302,98,51,39,4,1,19,10,11,1,0,0,0,0,1,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Bovendien wordt er regelmatig op gewezen dat de hoogte van de
overheidsuitgaven niet in verhouding staat tot de kwaliteit van het overheidsbeleid en onderliggende instituties.",18.17950000000002,17.8,6.0,2.08,12.5,2.0,0.88,150,52,25,22,2,1,9,8,4,0,1,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"De
studies van VOKA tonen dit op markante wijze aan (cf. bolletjes in Figuur 3).
",80.78250000000003,5.666666666666668,4.133333333333334,1.4,7.5,2.0,1.0,62,21,15,15,2,1,3,1,5,0,0,0,0,0,0,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Merk opnieuw het sterke verschil met de prestaties van de Nederlands overheid op dat vlak (5e hoogste waarde, terwijl
België 16e voor deze waarde).De hogere uitgaven voor algemeen bestuur in België zijn gekoppeld aan een hoog aantal
werknemers in de overheidssector.",59.682142857142885,12.266666666666666,5.261904761904762,1.5714285714285714,14.0,3.0,0.8571428571428571,221,66,42,36,3,1,13,7,5,1,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"In tegenstelling tot de EU als geheel en Nederland in het bijzonder merken we zelfs
een licht toenemende intensiteit voor België de laatste twee decennia (Eurostat 2021).VOKA toonde aan dat, indien
België in 2013 eenzelfde relatief aantal overheidswerknemers als Nederland zou gekend hebben, er 117.346 minder
werknemers nodig waren d.w.z. 27,5% minder, wat een besparing van ongeveer 1,8% van het BNP zou opgeleverd
hebben (VOKA 2013).Het verschil in overheidsaanpak uit zich ook in verminderde reguleringslast in Nederland versus
België.",48.6634108527132,12.24496124031008,5.151162790697675,1.697674418604651,14.333333333333334,6.0,0.7906976744186046,443,146,86,68,6,1,21,14,23,1,4,0,0,1,4,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"De toegenomen en instabiele regulering in België, meestal als reactie op externe schokken, maar ook door het
inspelen op de eisen van allerhande belangengroepen, bevordert bovendien het wantrouwen en verhindert de
samenwerking tussen burgers.",21.155196078431402,18.650980392156864,6.029411764705882,2.0588235294117645,11.333333333333334,3.0,0.8823529411764706,205,70,34,30,3,1,16,12,10,0,0,0,0,0,2,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Zoals academisch aangetoond leidt een dergelijke aanpak tot een vicieus proces waarbij
wantrouwen de vraag naar verdere regulering en overheidsinmenging doet toenemen.",18.779090909090932,17.127272727272725,6.590909090909091,2.090909090909091,11.0,2.0,0.9545454545454546,145,46,22,21,2,1,10,7,7,0,0,0,0,0,1,0,0,1
Artikel 2 BN,SIMPLIFIED T2,"Op de duur werkt dit proces
verstikkend voor een duurzame ontwikkeling van de economie (Aghion et al., 2010).In",72.5188157894737,10.115789473684211,4.684210526315789,1.4736842105263157,9.5,2.0,0.9473684210526315,89,28,19,18,2,1,4,3,3,0,0,0,0,1,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Nederland ging de terugtredende
overheid gepaard met meer vertrouwen in de instellingen en het beleid, en meer in het algemeen met onderling
vertrouwen tussen de burgers, zoals Figuur 4 illustreert.",41.585000000000015,14.66666666666667,5.533333333333333,1.8333333333333333,10.0,3.0,0.7333333333333333,166,55,30,22,3,1,11,8,5,0,0,0,0,0,2,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Bovendien werd in Nederland, meer dan in België, via
sociaaleconomische pacten ingezet op samenwerking tussen alle stakeholders en de basis gelegd voor coöperatieve
oplossingen voor gemeenschapsproblemen.",6.061410256410271,14.235897435897437,6.769230769230769,2.269230769230769,8.666666666666666,3.0,0.9230769230769231,176,59,26,24,3,1,9,7,6,0,1,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Tegenstellingen tussen werkgevers en werknemers zijn dan ook minder
uitgesproken dan in België o.a. gemiddeld 98 stakingsdagen per 1000 werknemers in België versus 19 dagen in
Nederland in de periode 2010-2019 (Bron: https://www.etui.org/ strikes-map, European Trade Union Institute).
",47.596428571428596,12.266666666666666,5.571428571428571,1.7142857142857142,14.0,3.0,0.8571428571428571,234,72,42,36,3,1,13,7,13,1,0,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"COMPETITIVITEIT
",121.22000000000001,0.4,15.0,1.0,1.0,1.0,1.0,15,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,De verschillen in beleidsaanpak hebben uiteraard gevolgen voor de competitiviteit.,-14.81499999999999,24.0,7.2,2.5,10.0,1.0,1.0,72,25,10,10,1,1,5,5,2,0,1,0,0,0,0,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Nederland steeg doorheen de jaren
in de World Economic Forumrangorde van competitiviteit tot de 4e plaats in 2019.België daarentegen daalde in het
afgelopen decennium tot de 22e plaats.",48.244022988505776,9.383908045977012,5.379310344827586,1.7586206896551724,9.666666666666666,3.0,0.7586206896551724,156,51,29,22,3,1,8,4,9,0,0,0,0,1,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Uiteraard is er een sterke correlatie van deze prestaties met de groei in welvaart.
",65.72500000000002,11.314285714285715,4.928571428571429,1.5,14.0,1.0,1.0,69,21,14,14,1,1,4,2,2,1,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,Figuur 5 toont de welvaartsevolutie gemeten via het Bruto Binnenlands Product per capita in constante prijzen.,37.257500000000036,11.4,5.875,1.8125,16.0,1.0,1.0,94,29,16,16,1,1,6,2,7,0,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Er is
duidelijk een markante verwijding in prestaties tussen Nederland en België die zich vooral vanaf de jaren ‘90 doorzet.",52.865000000000016,10.0,5.15,1.7,10.0,2.0,1.0,103,34,20,20,2,1,6,3,3,1,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"De
verschillende evolutie heeft vooral te maken met de lagere werkzaamheidsgraad van België.",50.56057692307695,11.830769230769231,6.076923076923077,1.7692307692307692,6.5,2.0,1.0,79,23,13,13,2,1,3,3,1,0,1,0,0,0,1,0,1,0
Artikel 2 BN,SIMPLIFIED T2,Het BBP per capita kan namelijk herschreven of opgebroken worden als een keten van bepalende factoren die als product overeenstemmen met het BBP per capita.,29.18000000000001,19.6,5.24,1.8,25.0,1.0,0.84,131,45,25,21,1,1,7,6,10,0,2,0,1,0,1,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Deze bevat de productiviteit per uur, uren gewerkt per werknemer, werkzaamheidsgraad (OECD employment rate: werkenden als procent van bevolking op arbeidsleeftijd) en tenslotte het aandeel van bevolking op arbeidsleeftijd in de totale bevolking.",6.7036363636363845,25.321212121212124,6.2727272727272725,1.9696969696969697,33.0,1.0,0.7878787878787878,207,65,33,26,1,1,14,10,9,0,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Uit analyses blijkt dat het aandeel van de bevolking op arbeidsleeftijd, noch de productiviteit (GDP per uur) of het aantal uren gewerkt per werknemer het negatieve verschil van België kan verklaren (de laatste twee elementen zijn 7 en 10% beter in België), maar het verschil nagenoeg volledig te wijten is aan de lage werkzaamheidsgraad in België.
",12.520000000000017,30.257142857142856,5.089285714285714,1.625,56.0,1.0,0.7857142857142857,285,91,56,44,1,1,16,11,9,2,1,0,0,1,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Met een werkzaamheidsgraad van 65,3% in 2019 voor België t.o.v. 79,7% voor Nederland scoort België 14,4% lager.",76.83227272727275,10.618181818181819,3.8636363636363638,1.2727272727272727,22.0,1.0,0.9090909090909091,85,28,22,20,1,1,2,1,4,0,0,0,0,1,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Dit verschil heeft vooral te maken met de soepelere arbeidsmarkt in Nederland waaraan een groter aandeel burgers (in belangrijkere mate deeltijds) deelnemen, maar ook met een effectieve duur van carrière die in Nederland vergeleken met België 4 jaar langer bij mannen en 2 jaar langer bij vrouwen is (OECD, 2018).Ook het ziekteverzuim ligt lager in Nederland (Vzinfo,2022).Het responsabiliseringsbeleid via het uitwerken van financiële prikkels die werkgever en werknemers er toe aanzetten het ziekteverzuim te beperken, spelen hierbij een belangrijke rol.",-29.282289156626476,40.910843373493975,5.590361445783133,1.7951807228915662,83.0,1.0,0.7710843373493976,464,149,83,64,1,1,28,16,16,1,1,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,De meer flexibele arbeidsmarkt in Nederland is niet de enige reden voor het verschil in groeiprestaties met België.,42.86500000000002,16.08888888888889,5.388888888888889,1.7222222222222223,18.0,1.0,0.9444444444444444,97,31,18,17,1,1,5,4,3,1,0,0,0,0,0,0,1,0
Artikel 2 BN,SIMPLIFIED T2,De groeidynamiek komt ook via nieuwe productieve activiteiten die ontwikkeld worden.,26.47000000000002,18.94545454545455,6.636363636363637,2.0,11.0,1.0,1.0,73,22,11,11,1,1,4,4,2,0,1,0,0,0,0,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Die dynamiek berust op het gunstig ondernemingsklimaat en de competitiviteit van Nederland die geschraagd worden door twaalf verschillende pijlers volgens het ‘Global Competitiveness report’ van het WEF.Opvallend zijn de verschillen in kwaliteit voor instituties, infrastructuur, ICT, scholing, marktefficiëntie (product en arbeidsmarkt) en bedrijfsdynamiek.",-16.63863636363635,26.690909090909088,6.954545454545454,2.1136363636363638,44.0,1.0,0.8636363636363636,306,93,44,38,1,1,20,10,18,1,1,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"De veel betere prestaties van Nederland op ICT zijn belangrijk om de productiviteit op te drijven in de diensten, vooral de zakelijke dienstverlening waarin Nederland momenteel het meeste jobs creëert.",24.10500000000001,20.0,5.666666666666667,1.8,30.0,1.0,0.8666666666666667,170,54,30,26,1,1,11,6,7,1,0,0,0,0,1,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"In recent onderzoek toonden wij aan dat de pijlers van competitiviteit waarin Nederland veel beter scoort, samen met de aanwezigheid van de creatieve klasse (werknemers die een job uitvoeren waarvoor een hoge mate van creativiteit vereist is) het verschil in innovatie en aanwezigheid van sterk groeiende ondernemingen kunnen verklaren (zie Figuur 6, cf. Sleuwaegen, 2014, 2020).Deze verschillen in pijlers zijn belangrijk aangezien innovatie, ondernemerschap, en internationalisatie bij uitstek de creatieve processen zijn die de vooruitgang duwen.",-32.82909090909088,40.15064935064935,5.987012987012987,1.9090909090909092,77.0,1.0,0.7922077922077922,461,147,77,61,1,1,30,18,24,3,1,0,0,1,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Aansluitend bij de betere prestaties van Nederland op de verschillende pijlers geven de onderstaande figuren logisch weer hoe Nederland beter scoort op die verschillende creatieve processen.
",14.498846153846177,19.630769230769232,6.3076923076923075,1.9615384615384615,26.0,1.0,0.8076923076923077,164,51,26,21,1,1,12,6,7,0,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,Ondernemerschap wordt in Figuur 7 weergegeven via het aantal nieuwe bedrijven dat opgericht wordt uitgedrukt per 1000 personen van 15 tot 64 jaar.,40.03782608695653,17.895652173913046,5.3478260869565215,1.6956521739130435,23.0,1.0,0.9565217391304348,123,39,23,22,1,1,6,5,5,0,2,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,Vooral de laatste jaren is er een sterke toename in Nederland.,72.61545454545455,4.4,4.636363636363637,1.4545454545454546,11.0,1.0,1.0,51,16,11,11,1,1,3,0,1,1,0,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Eenzelfde observatie geldt voor het aandeel van de sterk groeiende ondernemingen in de populatie van ondernemingen (zie Figuur 8).Sterk groeiende ondernemingen zijn ondernemingen met meer dan 10 werknemers die gemiddeld over drie jaar meer dan 10% groeien (Eurostat definitie).Onderzoek wees uit dat vooral die ondernemingen belangrijk zijn in de nieuwe jobcreatie en productiviteitsgroei (Schreyer, 2000).Bij innovatie wordt vooral gekeken naar de aanvraag van nieuwe octrooien (patents) en recent ook naar de aanvraag van handelsmerken (Trade marks) en designregistraties als (intermediaire) output van innovatie-inspanningen.",-39.81779069767438,42.77209302325582,6.1395348837209305,1.8837209302325582,86.0,1.0,0.7093023255813954,528,162,86,61,1,1,31,18,25,2,1,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,De linkerzijde van Figuur 9 toont hoe sterk verschillend België van Nederland presteert voor deze indicatoren.,42.54500000000003,13.9,5.875,1.75,16.0,1.0,0.9375,94,28,16,15,1,1,5,3,5,0,0,0,0,0,1,0,1,0
Artikel 2 BN,SIMPLIFIED T2,Een score groter dan 100 geeft weer dat het land het beter doet dan het Europees gemiddelde.,75.12117647058825,9.15294117647059,4.411764705882353,1.3529411764705883,17.0,1.0,0.8235294117647058,75,23,17,14,1,1,2,1,1,0,0,0,0,0,0,0,1,0
Artikel 2 BN,SIMPLIFIED T2,Opvallend is de hoge score van Nederland op de drie indicatoren.,57.23363636363637,8.036363636363637,4.818181818181818,1.6363636363636365,11.0,1.0,0.9090909090909091,53,18,11,10,1,1,3,1,2,1,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Meestal beperkt men innovatieoutput door enkel naar ‘utility’ octrooien (nieuwe producten, processen, machines) te kijken.",11.13000000000002,19.333333333333332,6.733333333333333,2.1333333333333333,15.0,1.0,1.0,101,32,15,15,1,1,8,5,5,0,0,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,Designrechten zijn echter van toenemend belang aangezien heel wat innovatie immaterieel is en rechtstreeks de beleving bij gebruik ervan beïnvloedt.,17.335000000000022,18.0,6.4,2.0,20.0,1.0,1.0,128,40,20,20,1,1,9,5,6,2,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,Dit geldt evenzeer voor handelsmerken die vooral in de diensten als signaal van de kwaliteit van het product gebruikt worden.,46.945000000000036,14.0,5.25,1.65,20.0,1.0,0.9,105,33,20,18,1,1,7,3,3,0,1,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Het belang van immateriële innovaties manifesteert zich in de sterke score van Nederland op vlak van het aandeel van kennisintensieve diensten in de totale export (scoreNLD: 125,9 , vgl. met BEL: 108,7;European",28.007352941176485,18.30588235294118,5.029411764705882,1.7058823529411764,34.0,1.0,0.8529411764705882,171,58,34,29,1,1,9,4,11,0,0,0,1,0,0,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Innovation Scoreboard, EU 2021).De",49.480000000000004,2.0,5.6,1.8,5.0,1.0,1.0,28,9,5,5,1,1,2,0,3,0,0,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"genormaliseerde scores die in Figuur 9 getoond worden, komen rechtstreeks uit de European Innovation Scoreboard voor het jaar 2021.Zij zijn gebaseerd op data die beschikbaar waren voor de laatste twee jaren.",31.592500000000022,16.55,5.4375,1.6875,32.0,1.0,0.90625,174,54,32,29,1,1,9,3,9,2,1,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,De rechterzijde van Figuur 9 toont gelijkaardige indicatoren voor de innovatiemiddelen die ingezet worden.,-6.789285714285702,19.885714285714286,6.571428571428571,2.357142857142857,14.0,1.0,1.0,92,33,14,14,1,1,5,5,5,0,1,0,0,0,0,0,1,0
Artikel 2 BN,SIMPLIFIED T2,Opvallend is de hoge score van België voor O&O (Onderzoek en Ontwikkeling),83.0092307692308,5.2,4.615384615384615,1.3076923076923077,13.0,1.0,0.9230769230769231,60,17,13,12,1,1,3,0,1,1,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,inspanningen in zowel de private als overheidssector en voor O&O steunmaatregelen.,18.40500000000001,14.8,5.833333333333333,2.0833333333333335,12.0,1.0,0.9166666666666666,70,25,12,11,1,1,4,3,3,0,0,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Nederland daarentegen scoort beter op durfkapitaal (venture capital).Door de sterke middeleninzet op innovatie scoort België lichtjes beter dan Nederland op de totale innovatie-index die zowel resultaten als middelen samenvat (NLD: 123,1;",-3.550909090909066,24.10909090909091,6.090909090909091,2.090909090909091,33.0,1.0,0.8181818181818182,201,69,33,27,1,1,13,9,12,0,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"BEL 127,5).Deze verschillen tussen output en input tussen beide landen doen opnieuw de vraag rijzen naar verschillen in effectiviteit en efficiëntie bij de inzet van de middelen en de rol van de overheid hierin.
",31.64500000000003,21.066666666666666,4.833333333333333,1.6388888888888888,36.0,1.0,0.75,174,59,36,27,1,1,7,6,7,0,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Internationalisatie, als derde creatief proces, wordt gemeten door de mate waarin bedrijven investeren in het buitenland;in",20.38000000000002,16.211764705882356,6.176470588235294,2.0,17.0,1.0,0.9411764705882353,105,34,17,16,1,1,6,4,3,0,1,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,Figuur 10,77.90500000000002,0.8,4.0,1.5,2.0,1.0,1.0,8,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"gemeten via de inkomende en uitgaande buitenlandse directe investeringen als percentage van het BBP.Nederland presteert sterk door de uitgaande buitenlandse investeringen van de grote en nieuwe multinationale ondernemingen van eigen bodem, met een belangrijke stijging in de dienstensectoren.",-12.796153846153814,28.933333333333334,6.461538461538462,2.128205128205128,39.0,1.0,0.7692307692307693,252,83,39,30,1,1,17,13,11,0,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"België herbergt minder grote multinationale ondernemingen van eigen bodem (die overwegend van oude industriële origine zijn).Nederland trekt de laatste jaren ook meer buitenlandse ondernemingen aan (inkomende investeringen).Op het vlak van export presteren beide landen even sterk met een export/BBP verhouding die boven de 80% ligt.
",-9.322499999999991,28.366666666666664,5.833333333333333,1.9791666666666667,48.0,1.0,0.875,280,95,48,42,1,1,14,11,11,1,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"STRUCTURELE EVOLUTIES IN BEIDE LANDEN
DE-INDUSTRIALISATIE
",119.19000000000001,1.2000000000000002,8.666666666666666,1.0,3.0,2.0,1.0,52,6,6,6,2,1,3,0,3,0,0,0,0,0,1,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"De welvaartsevolutie in beide landen ging gepaard met heel wat structurele evoluties, waaronder vooral de-industrialisatie, d.w.z. het verlies van banen in de verwerkende nijverheid.",14.498846153846177,21.16923076923077,5.884615384615385,1.9615384615384615,26.0,1.0,0.9615384615384616,153,51,26,25,1,1,9,7,9,0,0,0,0,0,1,0,1,0
Artikel 2 BN,SIMPLIFIED T2,"Dit proces trad in Nederland heel wat eerder op maar trof na 1975 vooral België (cf. Figuur 11).Merkwaardig voor België is dat, in tegenstelling tot bijvoorbeeld Nederland (en Duitsland), de daling ook verder optreedt in de ‘high tech’ en ‘medium tech",39.319285714285726,18.704761904761906,4.761904761904762,1.4761904761904763,42.0,1.0,0.8333333333333334,200,62,42,35,1,1,7,2,12,1,0,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,sectoren,-47.979999999999976,40.400000000000006,8.0,3.0,1.0,1.0,1.0,8,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,zij het aan een trager ritme.,102.045,2.4000000000000004,3.8333333333333335,1.1666666666666667,6.0,1.0,1.0,23,7,6,6,1,1,0,0,2,0,0,0,1,0,0,0,0,0
Artikel 2 BN,SIMPLIFIED T2,"Figuur 12 toont hoe in het laatste decennium de industrie in België jobs bleef verliezen, terwijl in Nederland eerder een stabilisatie optrad, en Nederland in de hoogtechnologische industrie extra jobs kon creëren.",31.592500000000022,17.8,5.625,1.6875,32.0,1.0,0.78125,180,54,32,25,1,1,11,4,7,0,1,0,0,0,1,0,0,0
Artikel 2 BN,SIMPLIFIED T2,De de-industrialisatie ging gepaard met een groei van dienstenjobs in de economie.,39.555000000000014,14.8,5.833333333333333,1.8333333333333333,12.0,1.0,1.0,70,22,12,12,1,1,4,3,3,0,0,0,0,0,1,0,1,0
